student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,final_grade,productivity_score,total_screen_time,sleep_quality,exercise_level,stress_category,focus_efficiency,lifestyle_balance_score
5747,24,Female,2.55,7.34,1.35,4.11,5.13,2.26,12,181,16,0,69.25,10,59,53.16,41.9,12.85,Good,Low,High,23.137254901960787,-7.636666666666667
5748,21,Female,5.46,5.39,7.41,5.21,4.36,3.03,3,198,76,5,57.52,8,33,43.03,31.24,20.01,Poor,High,High,6.043956043956044,-14.696666666666669
5749,20,Female,0.83,7.17,6.19,4.66,3.7,2.39,9,247,51,0,77.16,6,52,75.32,29.52,16.94,Good,Medium,Moderate,62.65060240963856,-6.900000000000002
5750,28,Female,7.37,8.52,8.36,1.01,1.8,5.77,13,183,65,16,76.13,4,51,78.71,59.54,16.939999999999998,Excellent,High,Moderate,6.919945725915875,-1.7333333333333307
5751,23,Male,1.71,8.8,5.98,5.55,3.16,5.62,12,117,103,6,60.36,6,33,47.01,29.18,20.310000000000002,Excellent,High,Moderate,19.29824561403509,-5.276666666666667
5752,21,Female,1.56,9.99,3.34,3.7,1.64,3.33,5,447,89,3,58.59,10,97,72.41,52.13,12.01,Excellent,High,High,62.179487179487175,0.9366666666666656
5753,23,Male,9.49,7.48,4.92,1.5,0.91,2.53,7,332,47,14,70.55,9,94,43.21,79.08,9.86,Good,Medium,High,9.905163329820864,-2.333333333333332
5754,28,Female,7.84,4.56,0.66,3.2,0.57,2.74,6,466,74,5,59.12,2,90,82.12,75.38,7.170000000000001,Poor,High,Low,11.479591836734695,2.416666666666665
5755,17,Other,4.44,4.93,2.28,2.95,0.5,5.93,4,265,100,14,60.63,3,90,76.3,58.25,11.66,Poor,High,Low,20.27027027027027,-1.4666666666666668
5756,17,Female,2.78,6.05,9.54,3.55,2.78,1.84,9,157,52,9,53.93,5,41,51.46,23.25,17.71,Good,Medium,Moderate,14.748201438848922,-8.876666666666669
5757,26,Male,8.51,8.94,11.21,7.16,4.32,2.74,14,140,100,12,55.74,1,32,90.14,54.77,25.43,Excellent,High,Low,3.7602820211515864,-5.216666666666669
5758,29,Male,9.7,5.57,4.7,6.97,2.81,3.44,2,143,94,17,62.89,8,64,93.45,65.31,17.92,Poor,High,High,6.5979381443298974,-11.646666666666668
5759,19,Female,5.33,7.82,11.17,0.19,3.55,0.51,14,273,116,11,77.28,9,47,78.22,37.8,15.42,Good,High,High,8.818011257035646,-4.913333333333332
5760,27,Female,6.01,3.32,7.81,4.1,3.4,2.38,7,473,116,2,60.97,2,34,96.62,34.74,17.69,Poor,High,Low,5.657237936772047,-9.183333333333335
5761,18,Female,2.81,6.01,3.73,0.59,1.84,1.53,11,363,96,16,54.98,10,31,71.38,24.21,7.69,Good,High,High,11.03202846975089,-2.4700000000000015
5762,18,Female,6.1,4.17,7.4,0.29,5.52,3.39,9,324,78,11,99.94,6,39,43.69,41.69,16.6,Poor,High,Moderate,6.39344262295082,-11.660000000000002
5763,23,Female,4.31,9.57,9.79,1.69,4.41,1.67,8,232,37,14,74.81,1,73,63.22,57.0,17.56,Excellent,Medium,Low,16.937354988399072,1.8133333333333361
5764,28,Male,8.53,8.54,9.54,7.72,4.33,2.79,1,151,13,14,81.25,9,39,96.39,54.24,24.379999999999995,Excellent,Low,High,4.5720984759671754,-15.866666666666664
5765,26,Female,4.08,3.97,10.68,7.45,3.04,3.09,10,145,71,4,96.77,2,70,71.09,40.96,24.259999999999998,Poor,High,Low,17.15686274509804,-15.953333333333331
5766,18,Female,6.66,5.81,9.55,5.71,1.14,1.8,9,224,43,13,63.57,1,45,72.28,46.5,18.200000000000003,Poor,Medium,Low,6.756756756756757,-6.14666666666667
5767,27,Male,2.43,3.56,8.5,2.47,2.58,4.51,2,104,106,5,44.1,6,32,81.93,11.12,18.060000000000002,Poor,High,Moderate,13.16872427983539,-13.40666666666667
5768,20,Male,1.36,8.23,4.91,1.69,1.34,0.61,5,38,71,13,53.9,9,32,79.61,23.26,8.549999999999999,Excellent,High,High,23.52941176470588,1.276666666666669
5769,18,Female,0.88,4.34,2.57,1.37,1.14,0.98,14,119,71,16,80.13,8,40,83.0,22.39,6.0600000000000005,Poor,High,High,45.45454545454545,-3.0133333333333336
5770,22,Female,4.45,8.63,1.8,0.17,0.61,0.17,1,371,103,12,87.32,3,91,91.23,73.69,2.75,Excellent,High,Low,20.44943820224719,14.943333333333335
5771,24,Male,2.05,3.52,9.85,3.52,1.61,0.61,9,227,1,8,88.04,9,67,78.62,22.39,15.589999999999998,Poor,Low,High,32.6829268292683,-17.516666666666666
5772,26,Male,9.94,7.01,9.32,4.85,4.05,1.73,2,10,96,8,76.49,10,62,56.08,62.15,19.95,Good,High,High,6.237424547283703,-12.73
5773,20,Male,8.08,7.26,10.79,4.75,4.65,0.68,6,71,111,13,58.86,3,46,85.8,51.94,20.869999999999997,Good,High,Low,5.693069306930693,-5.649999999999999
5774,21,Male,7.09,5.34,1.31,5.61,5.61,2.62,4,33,89,5,88.58,5,61,67.56,65.34,15.150000000000002,Poor,High,Moderate,8.603667136812412,-6.503333333333336
5775,20,Female,8.13,4.15,7.81,4.09,2.97,1.55,5,378,35,4,85.54,8,45,63.68,47.19,16.419999999999998,Poor,Medium,High,5.535055350553505,-14.953333333333331
5776,19,Female,3.0,5.27,8.79,4.27,3.94,3.16,10,407,100,8,74.97,5,60,96.52,32.86,20.16,Poor,High,Moderate,20.0,-11.286666666666667
5777,21,Female,8.85,6.47,5.24,7.68,5.67,3.91,5,239,62,10,63.59,3,41,87.07,61.26,22.5,Good,High,Low,4.632768361581921,-10.493333333333334
5778,25,Female,9.96,9.78,6.61,4.52,4.03,5.74,11,80,98,2,97.89,6,43,52.65,75.73,20.9,Excellent,High,Moderate,4.31726907630522,-4.073333333333334
5779,24,Male,3.25,6.13,6.21,6.99,4.27,5.73,2,275,40,14,46.5,10,53,83.99,28.17,23.2,Good,Medium,High,16.307692307692307,-19.606666666666666
5780,24,Female,9.85,4.33,5.5,1.0,4.68,4.3,3,202,94,17,95.83,1,78,98.92,78.74,15.48,Poor,High,Low,7.9187817258883255,-4.686666666666667
5781,24,Other,3.54,3.18,3.84,6.61,1.46,3.97,5,344,115,6,77.01,3,58,88.13,39.41,15.88,Poor,High,Low,16.384180790960453,-8.686666666666667
5782,28,Female,0.61,3.06,11.87,5.51,4.64,2.88,14,101,116,17,73.52,4,57,74.16,11.47,24.9,Poor,High,Moderate,93.44262295081967,-18.913333333333334
5783,24,Male,3.99,5.92,10.66,0.05,5.35,4.08,10,59,115,17,91.51,2,61,93.97,42.1,20.14,Poor,High,Low,15.288220551378446,-6.466666666666667
5784,23,Female,9.98,5.07,9.55,1.68,0.4,5.15,8,29,118,11,66.14,9,94,51.77,66.48,16.78,Poor,High,High,9.418837675350701,-11.706666666666667
5785,24,Female,6.53,3.81,10.18,1.72,5.45,5.65,13,306,109,16,90.44,10,94,46.89,50.03,23.0,Poor,High,High,14.39509954058193,-21.746666666666666
5786,27,Male,7.11,4.21,10.13,3.18,1.81,4.7,14,371,31,11,63.74,2,87,49.88,55.73,19.82,Poor,Medium,Low,12.236286919831223,-12.366666666666667
5787,24,Male,2.76,5.45,1.36,3.13,5.16,4.81,6,111,54,17,47.86,1,38,43.0,37.15,14.46,Poor,Medium,Low,13.768115942028986,-2.76
5788,29,Female,1.89,7.81,7.11,2.79,0.3,1.35,6,384,34,14,65.02,7,77,94.96,39.38,11.55,Good,Medium,Moderate,40.74074074074074,-1.7966666666666669
5789,24,Female,8.91,7.27,5.91,3.48,5.54,5.25,1,134,110,15,98.43,3,96,43.23,86.04,20.18,Good,High,Low,10.774410774410775,-4.973333333333333
5790,28,Female,4.43,3.56,2.79,6.62,1.91,4.54,8,346,61,0,74.86,2,30,67.37,37.64,15.86,Poor,High,Low,6.772009029345373,-8.706666666666667
5791,26,Male,0.54,4.0,3.5,0.4,4.64,2.02,7,452,8,8,83.38,7,43,66.42,21.08,10.559999999999999,Poor,Low,Moderate,79.62962962962962,-9.293333333333331
5792,23,Male,3.3,9.36,2.12,6.78,0.53,0.88,8,254,112,0,73.17,1,41,51.09,53.86,10.31,Excellent,High,Low,12.424242424242426,11.143333333333333
5793,28,Female,2.36,3.5,5.94,7.35,4.86,1.37,7,95,41,18,59.26,2,55,68.62,29.01,19.52,Poor,Medium,Low,23.305084745762713,-13.153333333333332
5794,17,Female,6.24,4.39,3.45,1.33,2.11,0.72,12,5,98,2,73.86,9,32,55.92,39.56,7.61,Poor,High,High,5.128205128205128,-4.5633333333333335
5795,20,Male,7.68,5.23,2.94,2.93,5.35,2.45,10,18,103,2,78.61,4,99,73.07,76.72,13.669999999999998,Poor,High,Moderate,12.890625,-3.7766666666666637
5796,29,Male,5.23,4.61,6.81,5.21,3.09,5.95,6,289,2,1,73.65,9,70,58.16,42.62,21.06,Poor,Low,High,13.384321223709367,-20.773333333333333
5797,29,Female,2.27,5.04,2.95,7.83,5.45,1.1,12,150,22,11,72.83,9,30,63.82,24.17,17.330000000000002,Poor,Low,High,13.215859030837004,-15.51666666666667
5798,20,Male,1.05,8.09,7.28,6.93,3.11,3.0,2,126,45,15,72.97,8,46,98.89,26.4,20.32,Excellent,Medium,High,43.80952380952381,-10.64
5799,21,Female,3.48,3.67,2.29,5.93,5.22,0.27,5,51,68,11,66.19,2,37,52.67,35.51,13.709999999999997,Poor,High,Low,10.632183908045977,-6.103333333333332
5800,26,Male,8.16,5.47,8.61,7.51,3.05,5.28,10,8,15,4,58.81,9,73,96.59,53.24,24.45,Poor,Low,High,8.946078431372548,-22.009999999999998
5801,22,Female,4.49,7.28,3.99,7.86,2.61,5.05,4,163,67,17,94.1,10,67,60.53,52.45,19.51,Good,High,High,14.922048997772828,-12.716666666666669
5802,20,Other,2.9,3.34,9.28,7.19,4.56,0.1,3,462,101,8,77.12,4,64,80.01,29.15,21.13,Poor,High,Moderate,22.06896551724138,-15.083333333333332
5803,18,Male,0.7,3.31,9.66,1.49,2.15,1.73,9,288,97,12,73.56,1,95,65.16,31.66,15.030000000000001,Poor,High,Low,135.71428571428572,-6.176666666666668
5804,22,Female,5.21,6.49,11.84,5.71,4.45,2.96,12,395,81,5,75.1,9,74,49.93,40.99,24.96,Good,High,High,14.203454894433781,-18.28
5805,24,Other,7.01,9.3,0.69,3.19,2.66,2.47,13,410,88,18,95.47,6,30,80.56,66.68,9.01,Excellent,High,Moderate,4.279600570613409,6.523333333333335
5806,24,Other,2.31,6.11,9.81,6.54,1.12,3.91,2,394,44,14,72.14,4,90,76.66,40.83,21.380000000000003,Good,Medium,Moderate,38.96103896103896,-11.693333333333335
5807,23,Male,5.6,5.85,6.04,0.44,5.86,1.99,3,425,49,10,73.74,10,54,42.8,42.56,14.33,Poor,Medium,High,9.642857142857144,-10.996666666666668
5808,22,Female,4.5,3.07,1.91,6.63,1.64,0.52,6,60,42,3,79.67,7,72,62.12,47.03,10.7,Poor,Medium,Moderate,16.0,-10.16
5809,18,Male,7.19,8.13,9.21,2.36,2.16,4.76,2,63,71,0,94.9,8,37,99.91,50.53,18.490000000000002,Excellent,High,High,5.1460361613351875,-7.863333333333333
5810,23,Male,8.68,4.15,1.26,6.17,3.16,4.53,3,235,14,6,61.54,10,83,46.09,66.42,15.120000000000001,Poor,Low,High,9.56221198156682,-16.35333333333333
5811,27,Female,3.42,7.89,10.48,1.35,4.81,2.28,10,356,95,19,69.82,6,69,70.61,40.01,18.92,Good,High,Moderate,20.17543859649123,-5.973333333333336
5812,28,Male,9.1,5.44,7.77,0.39,2.74,0.67,5,433,79,7,80.25,7,58,47.4,59.35,11.57,Poor,High,Moderate,6.373626373626374,-5.056666666666667
5813,21,Female,7.22,3.31,2.67,5.2,1.44,1.87,6,362,116,19,59.29,10,98,63.2,60.06,11.18,Poor,High,High,13.573407202216067,-10.693333333333333
5814,22,Female,0.85,5.3,8.33,3.55,4.11,4.83,13,5,8,19,40.77,6,73,47.08,22.0,20.82,Poor,Low,Moderate,85.88235294117648,-15.953333333333333
5815,26,Female,8.02,7.62,2.42,6.77,4.67,3.53,7,492,87,6,62.73,2,75,91.93,77.29,17.39,Good,High,Low,9.351620947630924,-1.25
5816,24,Female,5.2,8.38,7.0,7.3,4.84,1.65,12,410,31,15,85.07,5,30,42.45,45.57,20.79,Excellent,Medium,Moderate,5.769230769230769,-7.996666666666663
5817,24,Male,9.48,7.45,0.56,3.25,3.22,0.33,4,493,54,4,88.5,7,34,58.49,71.65,7.36,Good,Medium,Moderate,3.5864978902953584,2.339999999999999
5818,19,Female,3.57,7.98,11.28,4.93,4.13,5.2,10,34,79,4,40.47,6,35,55.16,23.85,25.54,Good,High,Moderate,9.803921568627452,-12.946666666666665
5819,28,Female,6.12,4.65,1.24,2.24,2.07,1.57,6,425,97,7,80.86,5,75,67.77,62.69,7.120000000000001,Poor,High,Moderate,12.254901960784313,0.413333333333334
5820,28,Male,9.58,9.76,9.12,2.07,0.87,2.54,11,455,73,12,40.27,5,85,89.76,75.32,14.599999999999998,Excellent,High,Moderate,8.872651356993737,2.3533333333333353
5821,23,Male,3.08,4.59,8.61,6.87,0.91,2.3,2,132,86,1,86.1,2,44,73.85,31.52,18.69,Poor,High,Low,14.285714285714285,-8.643333333333334
5822,17,Female,4.98,4.19,7.99,1.16,0.26,3.51,12,324,15,2,99.37,2,66,97.58,48.92,12.92,Poor,Low,Low,13.25301204819277,-6.039999999999999
5823,17,Male,7.65,4.75,0.95,3.56,1.4,2.5,4,136,110,17,96.03,2,40,96.28,64.39,8.41,Poor,High,Low,5.228758169934641,2.756666666666666
5824,23,Female,7.07,9.8,8.04,3.63,3.96,5.11,10,429,43,7,88.57,3,50,61.2,64.99,20.74,Excellent,Medium,Low,7.072135785007072,-2.7066666666666634
5825,26,Female,8.47,3.45,7.55,4.68,5.45,2.05,8,334,3,16,63.54,9,89,59.97,56.79,19.73,Poor,Low,High,10.507674144037779,-21.73
5826,25,Male,5.44,8.41,7.78,5.05,4.76,4.26,7,466,46,8,46.99,6,88,96.67,56.96,21.85,Excellent,Medium,Moderate,16.176470588235293,-9.496666666666666
5827,23,Female,3.53,3.74,6.69,3.46,4.6,0.56,9,10,87,6,68.1,10,38,92.31,20.79,15.31,Poor,High,High,10.76487252124646,-14.93
5828,26,Male,5.58,8.41,4.3,3.53,5.46,1.09,12,192,60,8,76.8,10,72,89.07,58.52,14.379999999999999,Excellent,High,High,12.903225806451612,-5.559999999999999
5829,21,Female,3.82,4.94,3.19,4.97,1.37,3.46,10,107,66,10,93.04,3,40,57.35,43.18,12.990000000000002,Poor,High,Low,10.471204188481677,-3.91
5830,24,Female,2.18,8.09,5.75,5.62,0.35,0.6,3,335,77,14,99.07,3,42,48.41,42.08,12.32,Excellent,High,Low,19.266055045871557,3.426666666666666
5831,18,Male,5.77,3.34,4.93,6.35,2.52,2.28,2,170,45,8,77.62,2,48,58.74,45.64,16.08,Poor,Medium,Low,8.31889081455806,-9.899999999999999
5832,25,Female,0.96,5.34,8.41,5.47,2.26,5.42,10,37,91,18,83.11,5,68,59.69,28.77,21.560000000000002,Poor,High,Moderate,70.83333333333334,-12.84666666666667
5833,22,Female,0.85,6.25,3.61,0.06,3.58,1.64,14,445,58,6,95.52,8,90,60.29,44.41,8.89,Good,Medium,High,105.88235294117648,-2.456666666666667
5834,29,Male,1.11,3.14,9.6,1.85,2.9,2.22,9,313,104,7,40.13,4,36,89.3,5.32,16.57,Poor,High,Moderate,32.43243243243243,-10.823333333333334
5835,25,Other,6.89,4.27,11.77,1.08,4.49,1.89,8,322,1,0,47.03,4,70,59.71,41.93,19.23,Poor,Low,Moderate,10.159651669085632,-14.656666666666668
5836,18,Male,4.37,4.18,8.53,6.49,4.78,2.44,3,349,103,12,91.91,8,91,56.96,45.8,22.240000000000002,Poor,High,High,20.823798627002287,-18.44666666666667
5837,19,Female,5.19,6.37,6.39,3.85,3.46,5.45,13,37,66,10,63.64,5,34,59.98,38.92,19.15,Good,High,Moderate,6.551059730250481,-9.209999999999997
5838,28,Male,3.76,3.93,2.47,3.07,1.25,0.72,5,377,93,19,70.26,6,60,88.41,40.92,7.51,Poor,High,Moderate,15.957446808510639,-2.549999999999999
5839,24,Female,2.91,9.84,11.79,6.0,5.27,0.44,13,463,68,13,73.33,5,96,59.34,51.34,23.5,Excellent,High,Moderate,32.98969072164948,-6.553333333333335
5840,17,Female,3.9,9.21,3.64,0.61,1.59,0.39,12,181,14,16,96.22,4,40,48.06,53.76,6.2299999999999995,Excellent,Low,Moderate,10.256410256410257,8.656666666666666
5841,26,Female,2.34,4.57,7.04,5.63,4.59,5.91,1,104,66,19,87.88,5,83,53.77,40.49,23.169999999999998,Poor,High,Moderate,35.47008547008547,-16.83
5842,23,Female,6.95,4.64,5.59,4.18,3.05,4.64,11,255,49,7,57.45,6,77,95.07,54.98,17.46,Poor,Medium,Moderate,11.079136690647482,-12.546666666666669
5843,23,Female,1.47,9.63,2.79,3.38,3.34,4.21,10,424,25,13,47.56,4,44,98.89,39.2,13.719999999999999,Excellent,Low,Moderate,29.931972789115648,2.373333333333335
5844,29,Male,5.41,5.1,9.48,5.28,0.97,4.49,8,265,45,8,42.75,2,77,87.98,45.22,20.220000000000002,Poor,Medium,Low,14.232902033271719,-10.520000000000003
5845,17,Male,5.03,5.96,1.86,0.17,3.42,0.76,14,333,22,3,48.55,3,99,73.08,65.21,6.21,Poor,Low,Low,19.681908548707753,3.4433333333333325
5846,25,Male,3.37,7.91,5.44,0.82,5.01,1.94,12,270,14,17,42.44,4,33,58.29,34.08,13.209999999999999,Good,Low,Moderate,9.792284866468842,-0.9233333333333338
5847,24,Male,1.47,5.41,2.93,3.18,2.62,2.31,1,314,60,0,67.06,2,87,69.81,46.82,11.040000000000001,Poor,High,Low,59.183673469387756,-0.22000000000000064
5848,20,Male,7.18,9.32,6.82,0.74,1.94,2.79,2,251,15,4,43.98,2,48,49.74,59.36,12.29,Excellent,Low,Low,6.685236768802229,4.850000000000001
5849,26,Female,5.91,7.12,10.4,3.86,1.61,0.4,6,207,8,10,41.94,8,75,66.66,44.08,16.27,Good,Low,High,12.690355329949238,-9.763333333333332
5850,27,Other,8.19,6.97,10.74,4.76,2.83,1.88,1,299,56,2,81.74,10,39,84.65,45.6,20.209999999999997,Good,Medium,High,4.761904761904762,-14.40333333333333
5851,21,Male,2.74,6.88,6.6,5.16,1.48,1.91,7,218,111,0,87.01,8,64,56.93,39.64,15.15,Good,High,High,23.357664233576642,-5.6899999999999995
5852,18,Male,8.02,3.78,3.28,1.89,2.63,4.78,6,113,69,10,81.53,4,40,78.1,55.1,12.58,Poor,High,Moderate,4.987531172069826,-6.720000000000001
5853,29,Male,3.27,8.53,4.91,6.11,2.98,1.9,11,203,74,4,92.33,9,97,40.54,59.57,15.9,Excellent,High,High,29.66360856269113,-5.373333333333337
5854,25,Female,1.57,7.0,8.42,0.73,1.02,3.59,3,412,12,5,97.22,9,40,52.36,24.77,13.76,Good,Low,High,25.477707006369425,-8.36
5855,28,Female,1.78,3.37,3.81,7.43,5.13,2.86,6,314,63,0,94.02,8,57,64.49,29.41,19.23,Poor,High,High,32.02247191011236,-18.39
5856,28,Female,2.6,8.95,2.26,1.09,4.32,3.31,7,342,68,13,51.04,3,66,51.14,51.86,10.98,Excellent,High,Low,25.384615384615383,6.186666666666664
5857,22,Female,6.98,8.11,3.7,3.47,4.9,0.13,6,332,104,16,77.66,9,54,76.76,60.12,12.200000000000001,Excellent,High,High,7.736389684813753,-1.5133333333333336
5858,19,Female,2.82,5.02,1.9,0.31,5.18,4.66,10,180,87,14,86.91,7,80,54.16,48.81,12.05,Poor,High,Moderate,28.368794326241137,-6.110000000000001
5859,28,Male,6.24,5.0,3.68,3.87,3.06,1.61,3,256,61,3,53.79,3,33,60.07,44.38,12.22,Poor,High,Low,5.288461538461538,-3.1866666666666674
5860,23,Male,2.94,6.53,1.0,7.41,5.3,3.05,3,10,32,15,55.63,4,58,81.19,45.91,16.76,Good,Medium,Moderate,19.727891156462587,-6.633333333333335
5861,25,Male,3.97,3.05,1.22,1.72,3.57,5.22,9,332,61,14,62.1,2,48,44.19,40.58,11.73,Poor,High,Low,12.090680100755668,-5.596666666666668
5862,19,Male,8.95,8.67,10.37,7.25,5.76,0.05,7,441,57,13,57.16,7,82,44.46,67.24,23.429999999999996,Excellent,Medium,Moderate,9.162011173184359,-11.189999999999998
5863,18,Female,5.25,9.59,2.55,4.03,2.58,2.42,11,456,77,16,98.68,3,62,94.62,70.97,11.58,Excellent,High,Low,11.80952380952381,7.166666666666666
5864,23,Male,6.2,6.13,10.2,0.86,4.67,5.22,2,494,44,17,83.69,1,56,74.2,51.15,20.95,Good,Medium,Low,9.032258064516128,-8.223333333333333
5865,23,Male,2.3,6.76,11.95,6.17,2.1,4.6,12,407,108,16,99.07,5,87,84.58,41.39,24.82,Good,High,Moderate,37.82608695652174,-12.7
5866,20,Female,1.75,8.67,4.99,3.5,0.77,3.11,5,317,64,9,85.54,1,56,54.58,47.52,12.37,Excellent,High,Low,32.0,6.1033333333333335
5867,27,Male,4.43,4.94,5.65,3.84,5.18,0.66,7,450,28,13,92.22,2,70,80.58,52.49,15.33,Poor,Low,Low,15.80135440180587,-6.516666666666666
5868,25,Male,8.63,6.44,3.79,4.9,4.19,1.67,8,28,6,18,41.34,1,51,84.63,64.37,14.550000000000002,Good,Low,Low,5.909617612977983,-2.4700000000000024
5869,24,Female,2.79,3.78,1.87,6.64,3.5,2.69,5,132,78,5,61.45,9,50,70.25,29.4,14.7,Poor,High,High,17.921146953405017,-13.54
5870,29,Female,6.41,7.91,7.82,3.28,5.7,1.42,1,300,21,7,44.67,6,76,77.57,55.47,18.22,Good,Low,Moderate,11.856474258970358,-7.699999999999999
5871,29,Male,8.78,8.55,10.25,6.02,4.73,0.13,13,180,56,7,59.42,3,80,73.9,70.41,21.13,Excellent,Medium,Low,9.111617312072893,-5.16333333333333
5872,17,Female,9.38,3.47,8.2,1.29,0.43,5.95,11,150,0,19,95.77,8,78,78.62,62.46,15.869999999999997,Poor,Low,High,8.315565031982942,-16.929999999999996
5873,17,Female,9.94,9.18,1.76,0.38,0.26,2.82,6,383,80,8,99.82,7,76,83.45,91.79,5.220000000000001,Excellent,High,Moderate,7.645875251509055,8.806666666666667
5874,21,Male,7.75,5.62,7.48,0.38,3.46,2.29,12,400,80,18,83.13,1,40,40.5,55.59,13.61,Poor,High,Low,5.161290322580645,-0.7033333333333331
5875,22,Female,1.21,9.46,7.85,0.34,2.74,3.85,2,238,13,18,42.84,5,54,71.71,30.82,14.78,Excellent,Low,Moderate,44.62809917355372,-0.4266666666666641
5876,19,Female,8.78,9.3,8.43,4.21,0.31,3.71,10,143,17,18,41.29,1,62,93.87,68.78,16.66,Excellent,Low,Low,7.0615034168564925,1.5066666666666677
5877,29,Other,8.91,8.54,1.3,3.12,0.59,0.36,7,25,104,17,49.38,2,79,99.65,84.56,5.37,Excellent,High,Low,8.866442199775532,13.176666666666666
5878,25,Other,5.79,8.81,8.53,6.29,2.05,1.44,5,395,23,4,71.3,1,69,90.45,61.51,18.310000000000002,Excellent,Low,Low,11.917098445595855,-0.9233333333333356
5879,28,Male,1.14,5.03,7.45,0.02,2.57,1.81,2,396,52,15,91.99,6,39,44.65,21.23,11.85,Poor,Medium,Moderate,34.21052631578948,-6.056666666666667
5880,26,Female,5.03,5.57,10.48,5.37,4.33,3.31,8,390,80,15,69.93,3,38,57.04,33.92,23.49,Poor,High,Low,7.5546719681908545,-12.683333333333332
5881,22,Male,2.5,4.68,2.4,2.99,4.61,5.74,5,154,83,13,57.67,6,83,83.26,43.02,15.74,Poor,High,Moderate,33.2,-9.613333333333335
5882,20,Male,4.7,5.48,1.21,3.77,3.2,3.92,3,428,52,3,81.9,2,89,45.12,66.78,12.1,Poor,Medium,Low,18.93617021276596,-1.4066666666666645
5883,28,Male,7.38,6.93,9.85,1.08,0.88,5.56,6,110,84,12,40.41,9,72,86.62,48.51,17.37,Good,High,High,9.75609756097561,-9.71
5884,23,Female,6.84,9.05,1.68,6.13,2.13,5.89,4,53,41,17,72.29,2,92,59.82,84.31,15.829999999999998,Excellent,Medium,Low,13.450292397660819,1.6366666666666703
5885,24,Female,7.91,6.83,4.87,6.96,4.85,0.41,6,296,51,6,62.92,3,44,84.94,59.64,17.09,Good,Medium,Low,5.562579013906447,-4.73
5886,25,Male,5.03,7.88,10.49,0.28,5.48,3.15,2,297,101,0,48.71,7,80,78.03,45.98,19.4,Good,High,Moderate,15.904572564612325,-7.273333333333333
5887,29,Female,5.35,3.95,3.7,2.7,1.83,2.01,11,498,65,9,99.7,1,77,73.3,61.51,10.24,Poor,High,Low,14.392523364485982,-1.1733333333333338
5888,27,Female,9.39,9.58,5.58,3.33,0.34,1.87,3,418,50,12,49.15,8,41,52.3,63.7,11.120000000000001,Excellent,Medium,High,4.366347177848775,1.706666666666667
5889,22,Female,6.5,7.08,7.56,6.85,1.66,1.62,4,256,10,4,99.27,3,84,81.23,68.71,17.69,Good,Low,Low,12.923076923076923,-6.196666666666667
5890,22,Male,7.6,8.43,7.85,6.36,4.93,1.54,5,394,44,7,56.79,6,79,87.69,64.89,20.68,Excellent,Medium,Moderate,10.394736842105264,-8.353333333333335
5891,24,Female,6.81,9.99,7.33,4.39,2.39,3.14,11,31,105,7,48.0,4,64,51.13,62.41,17.25,Excellent,High,Moderate,9.397944199706314,2.2300000000000004
5892,28,Female,6.58,9.02,1.2,1.44,0.8,5.93,8,377,105,9,83.68,3,32,94.72,65.22,9.37,Excellent,High,Low,4.86322188449848,9.17
5893,21,Male,9.18,6.53,9.45,4.43,4.12,2.92,11,1,24,0,81.8,7,56,44.18,59.52,20.92,Good,Low,Moderate,6.1002178649237475,-14.06
5894,19,Male,3.89,9.08,9.64,3.53,4.99,3.97,12,169,25,2,87.22,10,54,40.12,40.25,22.13,Excellent,Low,High,13.881748071979434,-13.136666666666667
5895,28,Other,4.56,7.61,1.7,7.23,3.8,3.18,2,256,102,14,52.72,6,68,70.48,55.29,15.91,Good,High,Moderate,14.912280701754387,-3.289999999999999
5896,19,Female,4.11,8.11,9.01,2.14,4.68,5.36,10,488,98,3,94.42,7,59,61.22,45.63,21.19,Excellent,High,Moderate,14.35523114355231,-8.703333333333337
5897,29,Female,7.77,7.46,6.29,6.36,5.07,1.29,7,254,67,6,65.94,4,87,91.58,71.76,19.009999999999998,Good,High,Moderate,11.196911196911197,-5.856666666666666
5898,22,Male,8.75,5.01,0.64,4.52,1.65,0.62,8,100,22,11,71.53,9,99,81.33,77.92,7.429999999999999,Poor,Low,High,11.314285714285715,-5.676666666666667
5899,18,Female,3.9,5.34,8.48,0.27,4.15,2.65,4,217,60,18,79.49,8,49,92.29,31.37,15.55,Poor,High,High,12.564102564102564,-10.870000000000001
5900,22,Male,1.85,6.91,5.8,2.0,4.91,3.49,9,409,96,3,94.65,7,37,77.36,30.74,16.200000000000003,Good,High,Moderate,20.0,-6.180000000000003
5901,29,Male,5.19,9.12,1.96,1.04,0.07,0.93,10,90,62,15,44.78,6,89,88.63,67.18,4.0,Excellent,High,Moderate,17.148362235067435,10.306666666666665
5902,22,Male,9.85,6.17,2.52,3.75,4.88,3.77,11,340,108,13,75.96,1,92,45.05,89.84,14.919999999999998,Good,High,Low,9.34010152284264,0.02000000000000135
5903,24,Male,2.43,6.78,9.21,6.34,4.24,1.54,7,355,51,1,53.8,4,74,89.61,35.98,21.33,Good,Medium,Moderate,30.45267489711934,-10.069999999999999
