house_id,monthly_units,house_type,city,family_members,rooms,ac_count,refrigerator,washing_machine,geyser,laptop_count,tv_count,work_from_home,solar_panel,electricity_bill,total_appliances,units_per_member,bill_per_unit,room_density,consumption_category,energy_efficiency_score
5662,290,Independent House,Tier_2,6,1,1,0,0,1,4,2,No,Yes,3201.38,8,48.333333333333336,11.039241379310345,6.0,Medium,0.0
5663,523,Apartment,Tier_1,6,3,3,0,1,1,2,3,No,Yes,7302.68,10,87.16666666666667,13.963059273422562,2.0,High,0.0
5664,406,Independent House,Tier_2,2,3,3,1,0,1,4,2,No,Yes,5774.14,11,203.0,14.222019704433498,0.6666666666666666,High,0.0
5665,840,Independent House,Tier_2,7,4,1,1,1,0,2,3,No,No,8030.47,8,120.0,9.560083333333333,1.75,Very High,2.399166666666673
5666,306,Villa,Tier_2,4,5,2,1,1,1,3,2,Yes,Yes,5566.35,10,76.5,18.190686274509805,0.8,Medium,0.0
5667,127,Villa,Tier_1,7,5,1,0,1,1,3,3,No,No,3413.72,9,18.142857142857142,26.879685039370077,1.4,Low,0.0
5668,97,Apartment,Tier_2,7,3,2,0,0,1,3,1,Yes,Yes,2471.38,7,13.857142857142858,25.478144329896907,2.3333333333333335,Low,0.0
5669,518,Independent House,Tier_2,2,3,1,0,1,0,2,1,No,Yes,4286.58,5,259.0,8.275250965250965,0.6666666666666666,High,15.247490347490356
5670,886,Villa,Tier_2,1,6,2,0,0,0,1,1,Yes,Yes,7233.76,4,886.0,8.16451467268623,0.16666666666666666,Very High,14.354853273137692
5671,787,Apartment,Tier_1,5,3,1,1,0,1,0,2,Yes,Yes,6472.75,5,157.4,8.224587039390089,1.6666666666666667,Very High,15.754129606099113
5672,266,Apartment,Tier_1,6,1,0,1,1,0,1,2,Yes,No,3571.26,5,44.333333333333336,13.425789473684212,6.0,Medium,0.0
5673,424,Villa,Tier_3,7,1,3,1,1,0,1,2,No,No,6640.05,8,60.57142857142857,15.660495283018868,7.0,High,0.0
5674,303,Independent House,Tier_2,4,1,1,1,0,0,4,2,Yes,No,3919.91,8,75.75,12.936996699669967,4.0,Medium,0.0
5675,567,Apartment,Tier_2,5,6,3,1,1,1,1,3,No,No,8745.06,10,113.4,15.423386243386242,0.8333333333333334,High,0.0
5676,308,Villa,Tier_1,1,5,1,0,1,1,2,2,No,No,4210.65,7,308.0,13.670941558441557,0.2,Medium,0.0
5677,469,Apartment,Tier_1,3,6,3,0,1,1,4,1,Yes,No,8102.99,10,156.33333333333334,17.277164179104478,0.5,High,0.0
5678,668,Villa,Tier_2,6,6,0,0,1,1,4,2,Yes,No,6530.2,8,111.33333333333333,9.775748502994011,1.0,Very High,2.2425149700598865
5679,267,Apartment,Tier_3,2,3,3,0,0,1,1,2,No,Yes,4474.31,7,133.5,16.757715355805246,0.6666666666666666,Medium,0.0
5680,349,Independent House,Tier_3,6,1,0,0,1,0,2,3,Yes,Yes,3081.77,6,58.166666666666664,8.83028653295129,6.0,Medium,11.697134670487102
5681,686,Apartment,Tier_2,6,4,3,1,1,1,4,2,No,Yes,8551.93,12,114.33333333333333,12.46637026239067,1.5,Very High,0.0
5682,389,Villa,Tier_3,6,3,1,0,1,1,3,2,No,No,5739.63,8,64.83333333333333,14.754832904884319,2.0,Medium,0.0
5683,211,Villa,Tier_3,1,6,2,0,0,0,4,1,No,Yes,2451.35,7,211.0,11.61777251184834,0.16666666666666666,Medium,0.0
5684,630,Villa,Tier_2,3,3,3,1,0,1,0,1,No,Yes,6505.31,6,210.0,10.325888888888889,1.0,Very High,0.0
5685,151,Independent House,Tier_3,4,6,0,1,0,1,1,1,No,Yes,295.93,4,37.75,1.9598013245033112,0.6666666666666666,Low,80.40198675496688
5686,872,Villa,Tier_1,1,3,0,1,0,0,3,1,No,Yes,6600.54,5,872.0,7.569426605504587,0.3333333333333333,Very High,24.305733944954127
5687,751,Villa,Tier_2,4,1,3,1,0,0,1,3,Yes,Yes,8045.61,8,187.75,10.713195739014648,4.0,Very High,0.0
5688,266,Independent House,Tier_1,5,2,0,1,1,0,0,1,No,No,2944.07,3,53.2,11.067932330827068,2.5,Medium,0.0
5689,565,Villa,Tier_2,5,4,0,0,0,1,1,3,Yes,Yes,4211.66,5,113.0,7.454265486725664,1.25,High,25.45734513274337
5690,270,Villa,Tier_1,4,4,0,0,0,1,3,3,No,Yes,1755.16,7,67.5,6.500592592592593,1.0,Medium,34.994074074074064
5691,501,Independent House,Tier_3,7,2,0,0,1,1,0,2,No,Yes,3378.0,4,71.57142857142857,6.74251497005988,3.5,High,32.57485029940119
5692,199,Apartment,Tier_1,5,4,3,1,1,0,3,3,No,Yes,4039.22,11,39.8,20.29758793969849,1.25,Low,0.0
5693,299,Villa,Tier_1,5,1,1,0,1,0,0,2,Yes,Yes,2623.37,4,59.8,8.7738127090301,5.0,Medium,10.261872909699008
5694,132,Apartment,Tier_1,2,3,1,0,1,1,0,1,Yes,Yes,2252.42,4,66.0,17.063787878787878,0.6666666666666666,Low,0.0
5695,813,Independent House,Tier_1,4,2,0,0,1,1,4,3,No,Yes,7017.35,9,203.25,8.631426814268144,2.0,Very High,13.685731857318558
5696,530,Villa,Tier_1,4,3,2,0,0,1,3,3,Yes,No,6384.94,9,132.5,12.047056603773584,1.3333333333333333,High,0.0
5697,491,Villa,Tier_2,3,6,3,1,0,1,0,2,Yes,No,8018.68,7,163.66666666666666,16.33132382892057,0.5,High,0.0
5698,722,Independent House,Tier_1,6,4,3,1,1,1,0,2,No,Yes,8278.18,8,120.33333333333333,11.465623268698062,1.5,Very High,0.0
5699,316,Villa,Tier_1,2,5,2,1,0,0,2,3,No,No,4620.97,8,158.0,14.623322784810128,0.4,Medium,0.0
5700,837,Apartment,Tier_2,1,4,3,0,1,1,3,1,Yes,Yes,8907.71,9,837.0,10.64242532855436,0.25,Very High,0.0
5701,817,Apartment,Tier_2,2,4,2,1,0,0,2,1,Yes,Yes,6062.14,6,408.5,7.420000000000001,0.5,Very High,21.799999999999997
5702,799,Independent House,Tier_3,1,2,1,0,0,0,0,2,Yes,Yes,4599.81,3,799.0,5.756958698372967,0.5,Very High,40.430413016270336
5703,485,Villa,Tier_1,4,3,1,0,1,0,2,1,No,Yes,3568.97,5,121.25,7.3587010309278345,1.3333333333333333,High,24.41298969072166
5704,687,Villa,Tier_1,2,2,1,0,1,1,1,2,No,No,7258.81,6,343.5,10.565953420669578,1.0,Very High,0.0
5705,501,Independent House,Tier_3,7,1,1,1,0,1,3,2,Yes,No,5479.03,8,71.57142857142857,10.936187624750499,7.0,High,0.0
5706,791,Apartment,Tier_1,3,3,0,1,0,0,3,2,Yes,No,6829.65,6,263.6666666666667,8.634197218710492,1.0,Very High,13.658027812895085
5707,326,Apartment,Tier_3,6,1,0,1,0,0,1,1,No,No,3044.93,3,54.333333333333336,9.34027607361963,6.0,Medium,6.5972392638036865
5708,151,Independent House,Tier_2,5,1,3,1,0,1,1,1,No,No,5400.04,7,30.2,35.76185430463576,5.0,Low,0.0
5709,264,Villa,Tier_1,1,2,2,0,1,1,2,1,No,Yes,4271.04,7,264.0,16.17818181818182,0.5,Medium,0.0
5710,85,Apartment,Tier_1,5,4,2,0,1,1,1,2,No,No,4538.07,7,17.0,53.38905882352941,1.25,Low,0.0
5711,285,Villa,Tier_2,6,6,0,0,1,1,0,1,No,No,3198.4,3,47.5,11.222456140350877,1.0,Medium,0.0
5712,623,Apartment,Tier_1,4,5,2,0,1,1,1,1,No,Yes,6849.02,6,155.75,10.993611556982344,0.8,Very High,0.0
5713,690,Villa,Tier_2,4,6,1,1,1,1,2,3,No,No,8418.15,9,172.5,12.200217391304347,0.6666666666666666,Very High,0.0
5714,466,Apartment,Tier_2,4,4,2,1,1,1,4,2,Yes,Yes,6359.17,11,116.5,13.646287553648069,1.0,High,0.0
5715,847,Villa,Tier_3,5,4,1,1,0,1,3,3,No,No,8848.83,9,169.4,10.447260920897284,1.25,Very High,0.0
5716,778,Independent House,Tier_2,6,3,3,0,1,1,1,2,No,Yes,9192.04,8,129.66666666666666,11.81496143958869,2.0,Very High,0.0
5717,155,Apartment,Tier_3,7,2,2,0,0,0,4,3,Yes,No,4314.97,9,22.142857142857142,27.83851612903226,3.5,Low,0.0
5718,256,Independent House,Tier_2,4,3,1,0,1,1,1,2,Yes,No,3817.26,6,64.0,14.911171875,1.3333333333333333,Medium,0.0
5719,878,Apartment,Tier_3,4,5,3,1,1,0,0,1,No,Yes,8980.87,6,219.5,10.228781321184512,0.8,Very High,0.0
5720,428,Apartment,Tier_3,5,2,3,1,1,0,3,3,Yes,Yes,6643.88,11,85.6,15.523084112149533,2.5,High,0.0
5721,334,Apartment,Tier_3,4,6,3,0,1,1,3,2,No,Yes,5809.99,10,83.5,17.395179640718563,0.6666666666666666,Medium,0.0
5722,781,Villa,Tier_3,6,6,2,0,0,1,4,2,No,No,8913.26,9,130.16666666666666,11.412624839948784,1.0,Very High,0.0
5723,387,Apartment,Tier_1,1,6,1,0,0,0,1,1,Yes,No,4533.03,3,387.0,11.713255813953488,0.16666666666666666,Medium,0.0
5724,424,Independent House,Tier_2,2,4,0,1,1,1,0,2,No,Yes,3592.98,5,212.0,8.474009433962264,0.5,High,15.259905660377356
5725,206,Villa,Tier_2,1,1,0,1,1,1,0,2,No,No,3384.92,5,206.0,16.431650485436894,1.0,Medium,0.0
5726,366,Villa,Tier_2,7,4,1,1,0,1,2,2,Yes,Yes,4260.21,7,52.285714285714285,11.639918032786886,1.75,Medium,0.0
5727,845,Apartment,Tier_2,4,4,3,0,1,0,2,2,Yes,No,8839.71,8,211.25,10.461195266272188,1.0,Very High,0.0
5728,804,Villa,Tier_3,6,2,0,0,0,1,0,1,No,Yes,5732.82,2,134.0,7.130373134328358,3.0,Very High,28.696268656716427
5729,841,Apartment,Tier_1,6,4,2,1,0,0,0,1,No,No,8239.55,4,140.16666666666666,9.79732461355529,1.5,Very High,0.0
5730,675,Independent House,Tier_2,4,5,3,0,0,1,4,2,No,Yes,7873.86,10,168.75,11.664977777777777,0.8,Very High,0.0
5731,566,Villa,Tier_2,7,4,0,1,0,0,2,2,Yes,No,5084.02,5,80.85714285714286,8.982367491166078,1.75,High,10.176325088339212
5732,462,Villa,Tier_2,7,1,1,0,0,0,1,1,No,No,4150.83,3,66.0,8.984480519480519,7.0,High,8.15519480519481
5733,485,Independent House,Tier_3,4,2,0,1,1,0,1,2,No,Yes,3130.66,5,121.25,6.454969072164948,2.0,High,35.45030927835052
5734,467,Independent House,Tier_2,4,6,2,1,0,0,2,1,Yes,Yes,5149.63,6,116.75,11.027044967880085,0.6666666666666666,High,0.0
5735,604,Apartment,Tier_2,5,5,1,0,0,0,1,1,No,Yes,5253.96,3,120.8,8.698609271523178,1.0,Very High,11.013907284768209
5736,636,Villa,Tier_1,6,6,0,0,0,0,4,3,No,No,5486.96,7,106.0,8.627295597484277,1.0,Very High,13.727044025157227
5737,718,Independent House,Tier_3,2,2,0,0,0,1,1,2,No,No,6308.24,4,359.0,8.785849582172702,1.0,Very High,12.141504178272982
5738,705,Villa,Tier_1,5,1,0,1,0,0,4,1,Yes,Yes,4905.25,6,141.0,6.957801418439717,5.0,Very High,30.421985815602838
5739,355,Independent House,Tier_2,5,3,3,0,1,1,1,3,No,No,6164.24,9,71.0,17.364056338028167,1.6666666666666667,Medium,0.0
5740,579,Villa,Tier_3,6,5,3,1,1,1,3,1,Yes,Yes,7438.28,10,96.5,12.846770293609671,1.2,High,0.0
5741,796,Independent House,Tier_2,7,1,2,0,0,0,1,2,Yes,No,7809.38,5,113.71428571428571,9.810778894472362,7.0,Very High,0.0
5742,416,Villa,Tier_2,4,6,0,1,1,0,1,2,Yes,No,3611.08,5,104.0,8.680480769230769,0.6666666666666666,High,13.19519230769231
5743,560,Apartment,Tier_3,1,3,2,1,1,0,2,3,Yes,No,7907.88,9,560.0,14.121214285714286,0.3333333333333333,High,0.0
5744,352,Villa,Tier_1,6,6,1,0,0,1,1,2,Yes,No,4388.59,5,58.666666666666664,12.467585227272728,1.0,Medium,0.0
5745,137,Apartment,Tier_3,1,1,2,0,1,1,4,3,No,Yes,4216.85,11,137.0,30.77992700729927,1.0,Low,0.0
5746,407,Apartment,Tier_3,3,3,3,0,1,0,4,3,Yes,No,6936.08,11,135.66666666666666,17.0419656019656,1.0,High,0.0
5747,810,Apartment,Tier_1,6,3,0,0,1,0,4,3,No,Yes,5772.99,8,135.0,7.127148148148148,2.0,Very High,28.728518518518513
5748,188,Villa,Tier_3,2,2,3,1,1,1,4,2,No,No,5998.2,12,94.0,31.90531914893617,1.0,Low,0.0
5749,358,Villa,Tier_1,6,4,1,0,0,1,3,1,Yes,Yes,2788.75,6,59.666666666666664,7.789804469273743,1.5,Medium,20.10195530726257
5750,765,Apartment,Tier_1,3,4,3,0,1,1,0,1,No,No,8948.85,6,255.0,11.697843137254903,0.75,Very High,0.0
5751,407,Independent House,Tier_3,5,1,0,0,0,1,2,2,Yes,No,4057.79,5,81.4,9.97,5.0,High,0.29999999999999716
5752,855,Villa,Tier_3,3,3,3,1,1,1,2,3,Yes,No,10958.72,11,285.0,12.817216374269005,1.0,Very High,0.0
5753,394,Villa,Tier_1,7,4,0,0,0,0,0,2,No,No,2903.74,2,56.285714285714285,7.36989847715736,1.75,Medium,26.301015228426394
5754,553,Villa,Tier_1,3,1,2,1,1,1,4,2,No,Yes,7363.61,11,184.33333333333334,13.315750452079566,3.0,High,0.0
5755,190,Villa,Tier_1,6,1,0,1,0,0,0,3,No,Yes,1349.43,4,31.666666666666668,7.102263157894737,6.0,Low,28.97736842105263
5756,778,Apartment,Tier_1,3,5,2,1,0,0,4,3,Yes,Yes,7755.89,10,259.3333333333333,9.96901028277635,0.6,Very High,0.0
5757,860,Independent House,Tier_1,2,2,1,1,0,1,2,2,No,No,9039.46,7,430.0,10.511,1.0,Very High,0.0
5758,308,Independent House,Tier_3,6,2,1,1,1,1,4,3,Yes,No,5395.12,11,51.333333333333336,17.516623376623375,3.0,Medium,0.0
5759,576,Independent House,Tier_2,1,6,3,0,0,0,3,2,No,No,7519.02,8,576.0,13.053854166666667,0.16666666666666666,High,0.0
5760,235,Independent House,Tier_3,1,3,1,0,1,0,4,1,Yes,No,3764.23,7,235.0,16.018,0.3333333333333333,Medium,0.0
5761,552,Apartment,Tier_2,3,4,0,1,1,0,3,1,No,Yes,3898.35,6,184.0,7.062228260869565,0.75,High,29.377717391304344
5762,780,Villa,Tier_1,6,3,3,0,0,1,3,3,No,No,10230.94,10,130.0,13.116589743589744,2.0,Very High,0.0
5763,351,Villa,Tier_3,2,4,3,0,1,0,0,3,Yes,Yes,5669.02,7,175.5,16.15105413105413,0.5,Medium,0.0
5764,81,Apartment,Tier_2,1,4,2,0,0,0,0,1,No,Yes,992.74,3,81.0,12.25604938271605,0.25,Low,0.0
5765,837,Villa,Tier_1,4,4,0,1,0,0,1,3,No,Yes,5864.36,5,209.25,7.006403823178016,1.0,Very High,29.93596176821984
5766,801,Apartment,Tier_3,6,6,0,0,1,1,0,1,Yes,No,7242.63,3,133.5,9.041985018726592,1.0,Very High,9.580149812734078
5767,590,Independent House,Tier_2,7,4,2,0,0,1,4,3,Yes,Yes,5793.69,10,84.28571428571429,9.819813559322034,1.75,High,0.0
5768,365,Apartment,Tier_3,6,4,0,0,1,1,1,1,Yes,Yes,2389.18,4,60.833333333333336,6.545698630136986,1.5,Medium,34.54301369863015
5769,92,Villa,Tier_2,7,5,1,0,1,1,3,1,No,Yes,1487.43,7,13.142857142857142,16.167717391304347,1.4,Low,0.0
5770,687,Villa,Tier_3,1,5,2,0,0,1,0,3,Yes,Yes,6096.48,6,687.0,8.874061135371178,0.2,Very High,7.259388646288215
5771,577,Villa,Tier_3,1,4,1,1,0,0,1,2,Yes,Yes,5115.29,5,577.0,8.86532062391681,0.25,High,9.3467937608319
5772,812,Independent House,Tier_2,2,6,0,1,1,1,0,1,Yes,Yes,6303.06,4,406.0,7.762389162561576,0.3333333333333333,Very High,22.37610837438423
5773,317,Apartment,Tier_3,2,1,3,0,0,0,4,1,No,Yes,4006.78,8,158.5,12.639684542586751,2.0,Medium,0.0
5774,173,Apartment,Tier_3,1,1,0,1,1,1,2,3,No,Yes,1688.91,8,173.0,9.762485549132949,1.0,Low,2.375144508670516
5775,417,Villa,Tier_1,4,2,1,1,0,1,1,3,No,Yes,4171.39,7,104.25,10.003333333333334,2.0,High,0.0
5776,860,Apartment,Tier_2,4,4,3,1,1,1,0,2,No,Yes,8701.19,8,215.0,10.117662790697675,1.0,Very High,0.0
5777,250,Villa,Tier_3,7,1,0,0,1,0,1,1,No,Yes,966.64,3,35.714285714285715,3.8665599999999998,7.0,Medium,61.3344
5778,685,Apartment,Tier_2,3,2,0,1,1,1,2,1,Yes,No,7091.88,6,228.33333333333334,10.353109489051095,1.5,Very High,0.0
5779,740,Independent House,Tier_3,3,1,3,0,1,1,0,2,No,Yes,7563.79,7,246.66666666666666,10.221337837837838,3.0,Very High,0.0
5780,703,Independent House,Tier_2,1,2,2,0,1,1,1,1,Yes,No,8923.46,6,703.0,12.693399715504977,0.5,Very High,0.0
5781,646,Apartment,Tier_2,1,3,2,1,1,1,4,1,Yes,Yes,7284.75,10,646.0,11.27670278637771,0.3333333333333333,Very High,0.0
5782,546,Independent House,Tier_1,1,1,1,0,0,1,0,3,No,No,6866.43,5,546.0,12.575879120879122,1.0,High,0.0
5783,707,Independent House,Tier_1,6,4,3,0,1,0,4,1,No,No,9424.49,9,117.83333333333333,13.33025459688826,1.5,Very High,0.0
5784,222,Independent House,Tier_2,4,4,0,0,1,0,1,2,Yes,No,2189.6,4,55.5,9.863063063063063,1.0,Medium,1.369369369369366
5785,280,Villa,Tier_3,5,5,1,1,0,0,0,2,Yes,No,2913.28,4,56.0,10.40457142857143,1.0,Medium,0.0
5786,259,Apartment,Tier_2,3,3,3,0,1,1,0,1,Yes,Yes,3726.82,6,86.33333333333333,14.38926640926641,1.0,Medium,0.0
5787,793,Apartment,Tier_3,3,3,0,1,1,1,0,2,No,No,7146.93,5,264.3333333333333,9.012522068095839,1.0,Very High,9.874779319041608
5788,443,Villa,Tier_2,5,1,2,1,0,0,4,3,Yes,No,6427.96,10,88.6,14.510067720090294,5.0,High,0.0
5789,558,Villa,Tier_1,1,2,2,1,0,1,2,2,No,Yes,6464.01,8,558.0,11.584247311827957,0.5,High,0.0
5790,644,Independent House,Tier_1,3,6,0,0,0,0,4,3,Yes,Yes,4712.99,7,214.66666666666666,7.318307453416149,0.5,Very High,26.81692546583851
5791,550,Apartment,Tier_3,4,5,2,0,0,1,2,1,No,Yes,5373.66,6,137.5,9.770290909090908,0.8,High,0.0
5792,463,Villa,Tier_2,5,3,2,0,1,1,4,1,No,No,7547.46,9,92.6,16.30120950323974,1.6666666666666667,High,0.0
5793,771,Independent House,Tier_3,4,3,0,1,1,1,0,2,Yes,No,6722.2,5,192.75,8.718806744487678,1.3333333333333333,Very High,12.81193255512322
5794,496,Apartment,Tier_1,6,6,2,1,1,1,3,2,Yes,Yes,5774.03,10,82.66666666666667,11.641189516129032,1.0,High,0.0
5795,387,Independent House,Tier_2,1,4,0,1,0,1,4,2,Yes,Yes,3457.17,8,387.0,8.933255813953489,0.25,Medium,10.667441860465118
5796,728,Apartment,Tier_1,3,6,3,0,0,0,0,1,Yes,No,7975.98,4,242.66666666666666,10.956016483516484,0.5,Very High,0.0
5797,773,Independent House,Tier_1,7,4,1,1,0,0,2,3,Yes,Yes,5999.03,7,110.42857142857143,7.760711513583441,1.75,Very High,20.39288486416558
5798,446,Apartment,Tier_2,4,2,3,1,1,1,4,2,No,No,7954.52,12,111.5,17.835246636771302,2.0,High,0.0
5799,80,Apartment,Tier_3,5,1,0,0,0,0,2,3,Yes,No,850.58,5,16.0,10.63225,5.0,Low,0.0
5800,123,Apartment,Tier_2,7,2,1,0,1,0,4,2,Yes,Yes,1960.44,8,17.571428571428573,15.938536585365854,3.5,Low,0.0
5801,818,Apartment,Tier_1,1,1,3,1,1,0,0,3,Yes,No,9635.31,8,818.0,11.779107579462101,1.0,Very High,0.0
5802,177,Independent House,Tier_1,3,5,0,1,0,1,0,3,Yes,No,2256.25,5,59.0,12.747175141242938,0.6,Low,0.0
5803,799,Villa,Tier_1,3,6,0,0,1,1,2,2,No,No,7983.52,6,266.3333333333333,9.99188986232791,0.5,Very High,0.08110137672089479
5804,344,Apartment,Tier_1,7,3,3,0,1,0,2,1,No,No,5706.66,7,49.142857142857146,16.589127906976742,2.3333333333333335,Medium,0.0
5805,879,Apartment,Tier_3,1,2,0,1,1,1,4,1,Yes,Yes,6946.53,8,879.0,7.902764505119453,0.5,Very High,20.972354948805474
5806,862,Apartment,Tier_2,1,1,0,0,1,0,1,1,No,No,6593.09,3,862.0,7.6485962877030165,1.0,Very High,23.51403712296984
5807,219,Apartment,Tier_2,1,6,3,0,0,1,4,2,Yes,Yes,4975.05,10,219.0,22.717123287671235,0.16666666666666666,Medium,0.0
5808,560,Independent House,Tier_3,6,5,0,0,0,0,1,2,Yes,No,4558.15,3,93.33333333333333,8.139553571428571,1.2,High,18.604464285714286
5809,316,Villa,Tier_3,4,2,3,1,0,0,3,3,No,No,5960.46,10,79.0,18.862215189873417,2.0,Medium,0.0
5810,151,Villa,Tier_1,2,3,1,1,1,1,0,2,Yes,Yes,1964.73,6,75.5,13.011456953642384,0.6666666666666666,Low,0.0
5811,746,Villa,Tier_2,6,5,2,0,0,0,2,3,Yes,Yes,7213.92,7,124.33333333333333,9.670134048257372,1.2,Very High,0.0
5812,269,Independent House,Tier_2,3,4,0,1,1,0,2,3,No,Yes,1581.11,7,89.66666666666667,5.877732342007435,0.75,Medium,41.222676579925654
5813,347,Villa,Tier_2,7,3,1,1,1,1,2,1,Yes,No,6171.62,7,49.57142857142857,17.78564841498559,2.3333333333333335,Medium,0.0
5814,400,Independent House,Tier_3,4,4,1,1,0,1,3,3,No,No,5489.13,9,100.0,13.722825,1.0,High,0.0
5815,186,Independent House,Tier_1,5,5,0,1,1,1,3,2,Yes,No,3253.85,8,37.2,17.493817204301074,1.0,Low,0.0
5816,311,Apartment,Tier_1,3,5,3,0,1,1,1,1,No,Yes,4789.8,7,103.66666666666667,15.40128617363344,0.6,Medium,0.0
5817,121,Independent House,Tier_2,6,4,0,0,0,1,2,2,Yes,Yes,1039.1,5,20.166666666666668,8.587603305785123,1.5,Low,14.123966942148769
5818,781,Villa,Tier_1,2,1,3,0,0,1,1,2,Yes,No,9745.01,7,390.5,12.477605633802817,2.0,Very High,0.0
5819,218,Villa,Tier_3,5,6,0,0,1,1,3,1,Yes,No,3918.54,6,43.6,17.974954128440366,0.8333333333333334,Medium,0.0
5820,694,Villa,Tier_3,3,5,1,0,1,1,3,1,Yes,No,7301.84,7,231.33333333333334,10.521383285302594,0.6,Very High,0.0
5821,762,Apartment,Tier_2,7,2,0,1,1,1,0,2,Yes,No,7037.09,5,108.85714285714286,9.23502624671916,3.5,Very High,7.649737532808402
5822,352,Apartment,Tier_1,2,6,0,1,1,0,2,2,Yes,Yes,2786.68,6,176.0,7.916704545454545,0.3333333333333333,Medium,20.832954545454555
5823,560,Apartment,Tier_3,1,2,2,1,0,0,0,2,Yes,No,5347.97,5,560.0,9.54994642857143,0.5,High,0.5005357142857036
5824,495,Independent House,Tier_3,2,5,1,0,0,1,3,2,No,Yes,4276.93,7,247.5,8.640262626262627,0.4,High,11.59737373737373
5825,585,Villa,Tier_3,3,6,0,0,1,1,1,3,Yes,Yes,4832.15,6,195.0,8.26008547008547,0.5,High,17.399145299145303
5826,812,Independent House,Tier_3,2,4,1,0,0,0,4,2,Yes,No,8048.34,7,406.0,9.911748768472906,0.5,Very High,0.0
5827,804,Independent House,Tier_1,6,4,3,1,0,0,3,1,Yes,No,8885.19,8,134.0,11.051231343283582,1.5,Very High,0.0
5828,503,Villa,Tier_3,3,3,0,0,0,1,0,1,No,No,4318.79,2,167.66666666666666,8.58606361829026,1.0,High,14.139363817097404
5829,486,Apartment,Tier_3,3,4,0,1,0,1,2,2,Yes,Yes,3344.2,6,162.0,6.881069958847736,0.75,High,31.189300411522638
5830,647,Villa,Tier_1,7,1,1,1,0,1,0,1,No,No,6539.26,4,92.42857142857143,10.107047913446678,7.0,Very High,0.0
5831,469,Independent House,Tier_2,2,1,1,1,0,1,0,1,Yes,Yes,3877.41,4,234.5,8.267398720682303,2.0,High,15.326012793176972
5832,421,Independent House,Tier_2,2,2,1,1,1,1,3,3,Yes,Yes,5538.54,10,210.5,13.155676959619953,1.0,High,0.0
5833,693,Apartment,Tier_3,6,5,1,0,0,1,4,3,No,Yes,6409.41,9,115.5,9.248787878787878,1.2,Very High,5.512121212121215
5834,572,Independent House,Tier_2,5,2,2,1,0,1,0,1,No,No,7857.38,5,114.4,13.736678321678323,2.5,High,0.0
5835,271,Independent House,Tier_1,5,5,1,1,1,1,2,1,Yes,Yes,3627.48,7,54.2,13.385535055350553,1.0,Medium,0.0
5836,578,Villa,Tier_3,4,2,0,1,0,1,1,3,No,No,5554.68,6,144.5,9.610173010380624,2.0,High,3.898269896193767
5837,791,Apartment,Tier_1,3,5,0,1,0,0,1,1,No,No,6426.74,3,263.6666666666667,8.124829329962074,0.6,Very High,18.75170670037926
5838,312,Villa,Tier_2,5,5,3,1,1,0,1,2,No,No,5976.35,8,62.4,19.15496794871795,1.0,Medium,0.0
5839,306,Villa,Tier_2,7,2,1,1,1,1,0,2,No,Yes,3463.27,6,43.714285714285715,11.317875816993464,3.5,Medium,0.0
5840,450,Villa,Tier_3,4,3,1,1,0,1,3,2,Yes,No,6358.25,8,112.5,14.129444444444445,1.3333333333333333,High,0.0
5841,218,Independent House,Tier_2,6,1,1,0,1,0,0,3,Yes,Yes,1467.35,5,36.333333333333336,6.7309633027522935,6.0,Medium,30.690366972477065
5842,896,Independent House,Tier_3,3,4,1,1,0,0,1,1,No,No,7733.49,4,298.6666666666667,8.631127232142857,0.75,Very High,11.688727678571425
5843,228,Apartment,Tier_3,6,1,1,0,0,1,1,1,No,No,3776.28,4,38.0,16.562631578947368,6.0,Medium,0.0
5844,194,Independent House,Tier_1,7,4,0,0,0,1,3,2,No,No,2501.79,6,27.714285714285715,12.895824742268042,1.75,Low,0.0
5845,529,Apartment,Tier_2,4,5,2,0,0,1,0,1,Yes,No,6139.05,4,132.25,11.605009451795842,0.8,High,0.0
5846,142,Villa,Tier_2,5,6,3,0,0,0,0,2,Yes,No,3368.51,5,28.4,23.721901408450705,0.8333333333333334,Low,0.0
5847,183,Villa,Tier_3,4,2,1,1,0,1,0,2,Yes,No,3643.42,5,45.75,19.909398907103824,2.0,Low,0.0
5848,747,Independent House,Tier_3,2,2,1,0,1,0,4,2,Yes,No,7532.0,8,373.5,10.082998661311914,1.0,Very High,0.0
5849,352,Independent House,Tier_3,6,4,1,1,1,0,2,1,Yes,Yes,4597.71,6,58.666666666666664,13.061676136363637,1.5,Medium,0.0
5850,85,Apartment,Tier_3,4,2,1,0,0,0,3,2,No,No,2678.75,6,21.25,31.514705882352942,2.0,Low,0.0
5851,226,Independent House,Tier_1,6,2,2,0,0,1,3,3,No,Yes,3503.32,9,37.666666666666664,15.50141592920354,3.0,Medium,0.0
5852,263,Independent House,Tier_2,1,2,2,0,0,1,2,3,Yes,Yes,3302.49,8,263.0,12.55699619771863,0.5,Medium,0.0
5853,107,Independent House,Tier_1,1,1,0,1,0,1,0,3,Yes,Yes,1207.03,5,107.0,11.280654205607476,1.0,Low,0.0
5854,629,Villa,Tier_2,4,2,3,1,0,1,3,2,Yes,No,8116.62,10,157.25,12.904006359300476,2.0,Very High,0.0
5855,198,Independent House,Tier_1,1,3,1,1,1,1,4,1,Yes,No,4344.32,9,198.0,21.9410101010101,0.3333333333333333,Low,0.0
