house_id,monthly_units,house_type,city,family_members,rooms,ac_count,refrigerator,washing_machine,geyser,laptop_count,tv_count,work_from_home,solar_panel,electricity_bill
5576,564,Apartment,Tier_2,5,1,2,0,0,0,3,2,Yes,No,6642.9
5577,163,Independent House,Tier_2,3,6,3,1,0,1,1,2,Yes,No,5135.58
5578,884,Apartment,Tier_2,3,6,2,0,1,0,3,1,Yes,No,9410.79
5579,717,Villa,Tier_3,5,2,3,0,0,1,1,2,No,No,8963.11
5580,887,Villa,Tier_1,6,2,1,1,1,1,2,1,No,No,9745.49
5581,663,Apartment,Tier_1,4,1,2,0,1,0,4,2,No,Yes,6706.5
5582,375,Villa,Tier_1,3,6,3,0,1,0,3,3,No,Yes,5048.02
5583,315,Apartment,Tier_1,6,6,2,0,1,1,3,2,Yes,No,5351.89
5584,135,Villa,Tier_1,5,1,0,0,0,1,4,1,Yes,Yes,899.25
5585,439,Villa,Tier_1,3,6,0,1,0,0,3,2,No,Yes,3098.67
5586,189,Independent House,Tier_2,6,3,2,0,0,1,4,1,Yes,No,4628.35
5587,271,Independent House,Tier_2,1,4,0,1,1,1,0,1,Yes,No,3028.26
5588,172,Apartment,Tier_1,2,1,1,1,0,1,2,3,No,No,4076.41
5589,647,Villa,Tier_3,7,6,0,1,0,0,3,3,No,No,6431.87
5590,139,Villa,Tier_3,1,3,1,0,1,0,0,2,Yes,No,2414.69
5591,729,Villa,Tier_1,5,5,3,1,1,0,2,2,Yes,Yes,7818.04
5592,118,Independent House,Tier_3,6,1,1,0,0,0,1,2,No,No,1871.22
5593,619,Apartment,Tier_2,2,4,3,0,1,1,2,1,Yes,Yes,7230.26
5594,128,Apartment,Tier_2,4,5,0,0,1,1,3,3,No,Yes,2264.59
5595,499,Apartment,Tier_3,5,5,3,0,1,1,1,1,Yes,Yes,6783.06
5596,716,Villa,Tier_1,4,5,0,1,1,0,1,3,Yes,Yes,5516.96
5597,92,Apartment,Tier_2,4,5,3,0,1,1,0,2,Yes,No,4400.87
5598,115,Independent House,Tier_3,3,2,1,1,1,1,4,3,Yes,No,4371.95
5599,180,Independent House,Tier_3,3,4,2,0,1,0,0,2,No,Yes,3008.86
5600,873,Apartment,Tier_2,2,3,2,0,1,1,1,3,Yes,No,9820.6
5601,165,Villa,Tier_2,2,1,2,1,0,1,2,2,No,No,4355.87
5602,595,Independent House,Tier_1,6,3,3,1,1,0,3,3,No,Yes,7014.95
5603,302,Independent House,Tier_3,3,2,2,1,1,0,0,2,Yes,No,5264.52
5604,417,Villa,Tier_1,7,5,0,0,0,0,1,1,Yes,No,3024.47
5605,245,Villa,Tier_2,2,6,0,1,0,0,2,2,No,No,2891.23
5606,462,Apartment,Tier_3,6,1,1,0,1,1,1,2,Yes,Yes,4476.48
5607,455,Independent House,Tier_2,1,4,3,0,1,0,0,3,Yes,Yes,6279.7
5608,550,Independent House,Tier_2,5,1,1,0,0,0,4,1,Yes,No,5331.1
5609,869,Apartment,Tier_2,1,1,2,0,0,1,1,2,No,Yes,8529.12
5610,721,Apartment,Tier_1,5,3,3,1,1,0,2,3,Yes,No,9584.58
5611,110,Independent House,Tier_2,6,6,1,1,1,1,1,2,No,No,3555.27
5612,454,Independent House,Tier_1,3,5,0,0,0,1,0,2,Yes,Yes,2758.95
5613,90,Villa,Tier_2,7,4,2,1,1,0,3,1,No,No,4085.68
5614,381,Villa,Tier_2,1,1,2,1,1,0,3,3,Yes,Yes,4752.32
5615,175,Independent House,Tier_3,7,2,2,1,0,0,1,1,No,No,3989.21
5616,269,Independent House,Tier_2,4,2,1,1,0,0,3,2,No,Yes,2406.05
5617,532,Villa,Tier_3,1,6,2,0,1,0,3,3,Yes,No,6619.57
5618,271,Apartment,Tier_3,2,5,0,0,1,0,3,3,Yes,Yes,1829.04
5619,565,Apartment,Tier_1,1,6,2,1,0,1,0,1,No,Yes,6166.78
5620,345,Independent House,Tier_3,3,1,1,0,1,0,4,3,No,Yes,3350.9
5621,503,Independent House,Tier_3,3,5,1,1,1,0,0,2,Yes,No,5239.7
5622,207,Villa,Tier_2,7,1,2,0,1,1,0,2,Yes,Yes,3166.08
5623,317,Independent House,Tier_2,2,4,2,0,1,1,4,2,No,Yes,5091.82
5624,434,Apartment,Tier_1,5,2,1,0,0,1,2,2,Yes,Yes,3890.08
5625,191,Villa,Tier_3,2,6,0,1,1,0,2,3,No,Yes,2056.48
5626,525,Villa,Tier_3,6,3,0,1,1,1,4,3,Yes,Yes,4412.54
5627,422,Apartment,Tier_1,5,6,2,0,0,1,0,1,Yes,Yes,4147.13
5628,224,Apartment,Tier_2,3,5,2,0,1,1,4,3,No,No,5407.48
5629,144,Villa,Tier_3,7,4,2,0,1,0,2,2,No,No,3842.31
5630,326,Independent House,Tier_1,7,2,1,1,0,1,4,1,No,No,4254.87
5631,814,Apartment,Tier_2,3,4,3,0,0,0,4,3,No,Yes,8141.71
5632,569,Villa,Tier_1,6,6,3,0,0,1,2,1,Yes,Yes,6873.97
5633,518,Independent House,Tier_1,5,6,1,0,1,1,3,2,No,Yes,5024.25
5634,185,Independent House,Tier_3,1,3,2,1,1,0,4,2,Yes,Yes,4260.74
5635,260,Villa,Tier_2,1,1,3,1,0,0,1,1,Yes,No,5064.46
5636,263,Apartment,Tier_3,2,1,1,1,1,0,2,2,Yes,No,4037.23
5637,305,Independent House,Tier_3,7,4,1,0,0,1,2,3,No,Yes,2800.99
5638,856,Apartment,Tier_2,3,4,0,0,1,0,1,3,No,Yes,5365.29
5639,869,Villa,Tier_2,1,5,1,1,1,0,2,3,No,No,7984.51
5640,168,Apartment,Tier_2,3,4,2,0,0,1,0,2,No,Yes,3072.96
5641,767,Independent House,Tier_3,2,1,0,1,1,1,2,3,Yes,No,7353.02
5642,609,Villa,Tier_2,4,6,3,0,0,0,1,3,No,No,7616.22
5643,450,Independent House,Tier_2,3,4,1,1,1,1,2,2,Yes,Yes,4704.84
5644,478,Independent House,Tier_2,4,2,0,0,1,1,3,2,No,No,4335.37
5645,185,Villa,Tier_1,7,2,1,1,1,0,2,3,No,Yes,2850.24
5646,350,Villa,Tier_2,3,1,1,1,1,1,0,3,No,No,4686.31
5647,582,Apartment,Tier_3,5,4,0,0,1,0,0,1,No,Yes,2780.72
5648,758,Villa,Tier_1,6,6,3,0,0,0,2,2,No,No,8282.4
5649,604,Apartment,Tier_3,4,4,1,1,0,1,4,3,No,Yes,5637.34
5650,111,Villa,Tier_1,5,4,2,0,1,1,3,1,No,No,3930.5
5651,472,Independent House,Tier_2,6,2,3,0,0,1,2,3,Yes,No,7365.99
5652,119,Apartment,Tier_1,5,1,3,0,1,0,3,2,No,No,4177.73
5653,739,Villa,Tier_3,2,5,1,0,0,0,0,3,Yes,No,6539.13
5654,297,Apartment,Tier_1,2,6,3,1,1,0,4,2,Yes,No,6605.62
5655,810,Apartment,Tier_2,1,2,0,1,0,0,2,2,No,Yes,4552.83
5656,161,Apartment,Tier_2,4,1,0,0,1,1,3,1,Yes,No,2500.45
5657,799,Independent House,Tier_3,1,1,3,0,0,0,1,1,No,No,8323.3
5658,280,Villa,Tier_1,7,5,1,0,0,1,2,3,Yes,No,4772.43
5659,526,Villa,Tier_3,4,3,2,0,1,0,1,1,Yes,No,6158.66
5660,507,Apartment,Tier_3,2,5,1,1,0,0,0,1,Yes,No,4914.39
5661,117,Villa,Tier_3,2,5,1,0,1,1,4,3,Yes,Yes,2700.74
5662,290,Independent House,Tier_2,6,1,1,0,0,1,4,2,No,Yes,3201.38
5663,523,Apartment,Tier_1,6,3,3,0,1,1,2,3,No,Yes,7302.68
5664,406,Independent House,Tier_2,2,3,3,1,0,1,4,2,No,Yes,5774.14
5665,840,Independent House,Tier_2,7,4,1,1,1,0,2,3,No,No,8030.47
5666,306,Villa,Tier_2,4,5,2,1,1,1,3,2,Yes,Yes,5566.35
5667,127,Villa,Tier_1,7,5,1,0,1,1,3,3,No,No,3413.72
5668,97,Apartment,Tier_2,7,3,2,0,0,1,3,1,Yes,Yes,2471.38
5669,518,Independent House,Tier_2,2,3,1,0,1,0,2,1,No,Yes,4286.58
5670,886,Villa,Tier_2,1,6,2,0,0,0,1,1,Yes,Yes,7233.76
5671,787,Apartment,Tier_1,5,3,1,1,0,1,0,2,Yes,Yes,6472.75
5672,266,Apartment,Tier_1,6,1,0,1,1,0,1,2,Yes,No,3571.26
5673,424,Villa,Tier_3,7,1,3,1,1,0,1,2,No,No,6640.05
5674,303,Independent House,Tier_2,4,1,1,1,0,0,4,2,Yes,No,3919.91
5675,567,Apartment,Tier_2,5,6,3,1,1,1,1,3,No,No,8745.06
5676,308,Villa,Tier_1,1,5,1,0,1,1,2,2,No,No,4210.65
5677,469,Apartment,Tier_1,3,6,3,0,1,1,4,1,Yes,No,8102.99
5678,668,Villa,Tier_2,6,6,0,0,1,1,4,2,Yes,No,6530.2
5679,267,Apartment,Tier_3,2,3,3,0,0,1,1,2,No,Yes,4474.31
5680,349,Independent House,Tier_3,6,1,0,0,1,0,2,3,Yes,Yes,3081.77
5681,686,Apartment,Tier_2,6,4,3,1,1,1,4,2,No,Yes,8551.93
5682,389,Villa,Tier_3,6,3,1,0,1,1,3,2,No,No,5739.63
5683,211,Villa,Tier_3,1,6,2,0,0,0,4,1,No,Yes,2451.35
5684,630,Villa,Tier_2,3,3,3,1,0,1,0,1,No,Yes,6505.31
5685,151,Independent House,Tier_3,4,6,0,1,0,1,1,1,No,Yes,295.93
5686,872,Villa,Tier_1,1,3,0,1,0,0,3,1,No,Yes,6600.54
5687,751,Villa,Tier_2,4,1,3,1,0,0,1,3,Yes,Yes,8045.61
5688,266,Independent House,Tier_1,5,2,0,1,1,0,0,1,No,No,2944.07
5689,565,Villa,Tier_2,5,4,0,0,0,1,1,3,Yes,Yes,4211.66
5690,270,Villa,Tier_1,4,4,0,0,0,1,3,3,No,Yes,1755.16
5691,501,Independent House,Tier_3,7,2,0,0,1,1,0,2,No,Yes,3378.0
5692,199,Apartment,Tier_1,5,4,3,1,1,0,3,3,No,Yes,4039.22
5693,299,Villa,Tier_1,5,1,1,0,1,0,0,2,Yes,Yes,2623.37
5694,132,Apartment,Tier_1,2,3,1,0,1,1,0,1,Yes,Yes,2252.42
5695,813,Independent House,Tier_1,4,2,0,0,1,1,4,3,No,Yes,7017.35
5696,530,Villa,Tier_1,4,3,2,0,0,1,3,3,Yes,No,6384.94
5697,491,Villa,Tier_2,3,6,3,1,0,1,0,2,Yes,No,8018.68
5698,722,Independent House,Tier_1,6,4,3,1,1,1,0,2,No,Yes,8278.18
5699,316,Villa,Tier_1,2,5,2,1,0,0,2,3,No,No,4620.97
5700,837,Apartment,Tier_2,1,4,3,0,1,1,3,1,Yes,Yes,8907.71
5701,817,Apartment,Tier_2,2,4,2,1,0,0,2,1,Yes,Yes,6062.14
5702,799,Independent House,Tier_3,1,2,1,0,0,0,0,2,Yes,Yes,4599.81
5703,485,Villa,Tier_1,4,3,1,0,1,0,2,1,No,Yes,3568.97
5704,687,Villa,Tier_1,2,2,1,0,1,1,1,2,No,No,7258.81
5705,501,Independent House,Tier_3,7,1,1,1,0,1,3,2,Yes,No,5479.03
5706,791,Apartment,Tier_1,3,3,0,1,0,0,3,2,Yes,No,6829.65
5707,326,Apartment,Tier_3,6,1,0,1,0,0,1,1,No,No,3044.93
5708,151,Independent House,Tier_2,5,1,3,1,0,1,1,1,No,No,5400.04
5709,264,Villa,Tier_1,1,2,2,0,1,1,2,1,No,Yes,4271.04
5710,85,Apartment,Tier_1,5,4,2,0,1,1,1,2,No,No,4538.07
5711,285,Villa,Tier_2,6,6,0,0,1,1,0,1,No,No,3198.4
5712,623,Apartment,Tier_1,4,5,2,0,1,1,1,1,No,Yes,6849.02
5713,690,Villa,Tier_2,4,6,1,1,1,1,2,3,No,No,8418.15
5714,466,Apartment,Tier_2,4,4,2,1,1,1,4,2,Yes,Yes,6359.17
5715,847,Villa,Tier_3,5,4,1,1,0,1,3,3,No,No,8848.83
5716,778,Independent House,Tier_2,6,3,3,0,1,1,1,2,No,Yes,9192.04
5717,155,Apartment,Tier_3,7,2,2,0,0,0,4,3,Yes,No,4314.97
5718,256,Independent House,Tier_2,4,3,1,0,1,1,1,2,Yes,No,3817.26
5719,878,Apartment,Tier_3,4,5,3,1,1,0,0,1,No,Yes,8980.87
5720,428,Apartment,Tier_3,5,2,3,1,1,0,3,3,Yes,Yes,6643.88
5721,334,Apartment,Tier_3,4,6,3,0,1,1,3,2,No,Yes,5809.99
5722,781,Villa,Tier_3,6,6,2,0,0,1,4,2,No,No,8913.26
5723,387,Apartment,Tier_1,1,6,1,0,0,0,1,1,Yes,No,4533.03
5724,424,Independent House,Tier_2,2,4,0,1,1,1,0,2,No,Yes,3592.98
5725,206,Villa,Tier_2,1,1,0,1,1,1,0,2,No,No,3384.92
5726,366,Villa,Tier_2,7,4,1,1,0,1,2,2,Yes,Yes,4260.21
5727,845,Apartment,Tier_2,4,4,3,0,1,0,2,2,Yes,No,8839.71
5728,804,Villa,Tier_3,6,2,0,0,0,1,0,1,No,Yes,5732.82
5729,841,Apartment,Tier_1,6,4,2,1,0,0,0,1,No,No,8239.55
5730,675,Independent House,Tier_2,4,5,3,0,0,1,4,2,No,Yes,7873.86
5731,566,Villa,Tier_2,7,4,0,1,0,0,2,2,Yes,No,5084.02
5732,462,Villa,Tier_2,7,1,1,0,0,0,1,1,No,No,4150.83
5733,485,Independent House,Tier_3,4,2,0,1,1,0,1,2,No,Yes,3130.66
5734,467,Independent House,Tier_2,4,6,2,1,0,0,2,1,Yes,Yes,5149.63
5735,604,Apartment,Tier_2,5,5,1,0,0,0,1,1,No,Yes,5253.96
5736,636,Villa,Tier_1,6,6,0,0,0,0,4,3,No,No,5486.96
5737,718,Independent House,Tier_3,2,2,0,0,0,1,1,2,No,No,6308.24
5738,705,Villa,Tier_1,5,1,0,1,0,0,4,1,Yes,Yes,4905.25
5739,355,Independent House,Tier_2,5,3,3,0,1,1,1,3,No,No,6164.24
5740,579,Villa,Tier_3,6,5,3,1,1,1,3,1,Yes,Yes,7438.28
5741,796,Independent House,Tier_2,7,1,2,0,0,0,1,2,Yes,No,7809.38
5742,416,Villa,Tier_2,4,6,0,1,1,0,1,2,Yes,No,3611.08
5743,560,Apartment,Tier_3,1,3,2,1,1,0,2,3,Yes,No,7907.88
5744,352,Villa,Tier_1,6,6,1,0,0,1,1,2,Yes,No,4388.59
5745,137,Apartment,Tier_3,1,1,2,0,1,1,4,3,No,Yes,4216.85
5746,407,Apartment,Tier_3,3,3,3,0,1,0,4,3,Yes,No,6936.08
5747,810,Apartment,Tier_1,6,3,0,0,1,0,4,3,No,Yes,5772.99
5748,188,Villa,Tier_3,2,2,3,1,1,1,4,2,No,No,5998.2
5749,358,Villa,Tier_1,6,4,1,0,0,1,3,1,Yes,Yes,2788.75
5750,765,Apartment,Tier_1,3,4,3,0,1,1,0,1,No,No,8948.85
5751,407,Independent House,Tier_3,5,1,0,0,0,1,2,2,Yes,No,4057.79
5752,855,Villa,Tier_3,3,3,3,1,1,1,2,3,Yes,No,10958.72
5753,394,Villa,Tier_1,7,4,0,0,0,0,0,2,No,No,2903.74
5754,553,Villa,Tier_1,3,1,2,1,1,1,4,2,No,Yes,7363.61
5755,190,Villa,Tier_1,6,1,0,1,0,0,0,3,No,Yes,1349.43
5756,778,Apartment,Tier_1,3,5,2,1,0,0,4,3,Yes,Yes,7755.89
5757,860,Independent House,Tier_1,2,2,1,1,0,1,2,2,No,No,9039.46
5758,308,Independent House,Tier_3,6,2,1,1,1,1,4,3,Yes,No,5395.12
5759,576,Independent House,Tier_2,1,6,3,0,0,0,3,2,No,No,7519.02
5760,235,Independent House,Tier_3,1,3,1,0,1,0,4,1,Yes,No,3764.23
5761,552,Apartment,Tier_2,3,4,0,1,1,0,3,1,No,Yes,3898.35
5762,780,Villa,Tier_1,6,3,3,0,0,1,3,3,No,No,10230.94
5763,351,Villa,Tier_3,2,4,3,0,1,0,0,3,Yes,Yes,5669.02
5764,81,Apartment,Tier_2,1,4,2,0,0,0,0,1,No,Yes,992.74
5765,837,Villa,Tier_1,4,4,0,1,0,0,1,3,No,Yes,5864.36
5766,801,Apartment,Tier_3,6,6,0,0,1,1,0,1,Yes,No,7242.63
5767,590,Independent House,Tier_2,7,4,2,0,0,1,4,3,Yes,Yes,5793.69
5768,365,Apartment,Tier_3,6,4,0,0,1,1,1,1,Yes,Yes,2389.18
5769,92,Villa,Tier_2,7,5,1,0,1,1,3,1,No,Yes,1487.43
5770,687,Villa,Tier_3,1,5,2,0,0,1,0,3,Yes,Yes,6096.48
5771,577,Villa,Tier_3,1,4,1,1,0,0,1,2,Yes,Yes,5115.29
5772,812,Independent House,Tier_2,2,6,0,1,1,1,0,1,Yes,Yes,6303.06
5773,317,Apartment,Tier_3,2,1,3,0,0,0,4,1,No,Yes,4006.78
5774,173,Apartment,Tier_3,1,1,0,1,1,1,2,3,No,Yes,1688.91
5775,417,Villa,Tier_1,4,2,1,1,0,1,1,3,No,Yes,4171.39
5776,860,Apartment,Tier_2,4,4,3,1,1,1,0,2,No,Yes,8701.19
5777,250,Villa,Tier_3,7,1,0,0,1,0,1,1,No,Yes,966.64
5778,685,Apartment,Tier_2,3,2,0,1,1,1,2,1,Yes,No,7091.88
5779,740,Independent House,Tier_3,3,1,3,0,1,1,0,2,No,Yes,7563.79
5780,703,Independent House,Tier_2,1,2,2,0,1,1,1,1,Yes,No,8923.46
5781,646,Apartment,Tier_2,1,3,2,1,1,1,4,1,Yes,Yes,7284.75
5782,546,Independent House,Tier_1,1,1,1,0,0,1,0,3,No,No,6866.43
5783,707,Independent House,Tier_1,6,4,3,0,1,0,4,1,No,No,9424.49
5784,222,Independent House,Tier_2,4,4,0,0,1,0,1,2,Yes,No,2189.6
5785,280,Villa,Tier_3,5,5,1,1,0,0,0,2,Yes,No,2913.28
5786,259,Apartment,Tier_2,3,3,3,0,1,1,0,1,Yes,Yes,3726.82
5787,793,Apartment,Tier_3,3,3,0,1,1,1,0,2,No,No,7146.93
5788,443,Villa,Tier_2,5,1,2,1,0,0,4,3,Yes,No,6427.96
5789,558,Villa,Tier_1,1,2,2,1,0,1,2,2,No,Yes,6464.01
5790,644,Independent House,Tier_1,3,6,0,0,0,0,4,3,Yes,Yes,4712.99
5791,550,Apartment,Tier_3,4,5,2,0,0,1,2,1,No,Yes,5373.66
5792,463,Villa,Tier_2,5,3,2,0,1,1,4,1,No,No,7547.46
5793,771,Independent House,Tier_3,4,3,0,1,1,1,0,2,Yes,No,6722.2
5794,496,Apartment,Tier_1,6,6,2,1,1,1,3,2,Yes,Yes,5774.03
5795,387,Independent House,Tier_2,1,4,0,1,0,1,4,2,Yes,Yes,3457.17
5796,728,Apartment,Tier_1,3,6,3,0,0,0,0,1,Yes,No,7975.98
5797,773,Independent House,Tier_1,7,4,1,1,0,0,2,3,Yes,Yes,5999.03
5798,446,Apartment,Tier_2,4,2,3,1,1,1,4,2,No,No,7954.52
5799,80,Apartment,Tier_3,5,1,0,0,0,0,2,3,Yes,No,850.58
5800,123,Apartment,Tier_2,7,2,1,0,1,0,4,2,Yes,Yes,1960.44
5801,818,Apartment,Tier_1,1,1,3,1,1,0,0,3,Yes,No,9635.31
5802,177,Independent House,Tier_1,3,5,0,1,0,1,0,3,Yes,No,2256.25
5803,799,Villa,Tier_1,3,6,0,0,1,1,2,2,No,No,7983.52
5804,344,Apartment,Tier_1,7,3,3,0,1,0,2,1,No,No,5706.66
5805,879,Apartment,Tier_3,1,2,0,1,1,1,4,1,Yes,Yes,6946.53
5806,862,Apartment,Tier_2,1,1,0,0,1,0,1,1,No,No,6593.09
5807,219,Apartment,Tier_2,1,6,3,0,0,1,4,2,Yes,Yes,4975.05
5808,560,Independent House,Tier_3,6,5,0,0,0,0,1,2,Yes,No,4558.15
5809,316,Villa,Tier_3,4,2,3,1,0,0,3,3,No,No,5960.46
5810,151,Villa,Tier_1,2,3,1,1,1,1,0,2,Yes,Yes,1964.73
5811,746,Villa,Tier_2,6,5,2,0,0,0,2,3,Yes,Yes,7213.92
5812,269,Independent House,Tier_2,3,4,0,1,1,0,2,3,No,Yes,1581.11
5813,347,Villa,Tier_2,7,3,1,1,1,1,2,1,Yes,No,6171.62
5814,400,Independent House,Tier_3,4,4,1,1,0,1,3,3,No,No,5489.13
5815,186,Independent House,Tier_1,5,5,0,1,1,1,3,2,Yes,No,3253.85
5816,311,Apartment,Tier_1,3,5,3,0,1,1,1,1,No,Yes,4789.8
5817,121,Independent House,Tier_2,6,4,0,0,0,1,2,2,Yes,Yes,1039.1
5818,781,Villa,Tier_1,2,1,3,0,0,1,1,2,Yes,No,9745.01
5819,218,Villa,Tier_3,5,6,0,0,1,1,3,1,Yes,No,3918.54
5820,694,Villa,Tier_3,3,5,1,0,1,1,3,1,Yes,No,7301.84
5821,762,Apartment,Tier_2,7,2,0,1,1,1,0,2,Yes,No,7037.09
5822,352,Apartment,Tier_1,2,6,0,1,1,0,2,2,Yes,Yes,2786.68
5823,560,Apartment,Tier_3,1,2,2,1,0,0,0,2,Yes,No,5347.97
5824,495,Independent House,Tier_3,2,5,1,0,0,1,3,2,No,Yes,4276.93
5825,585,Villa,Tier_3,3,6,0,0,1,1,1,3,Yes,Yes,4832.15
5826,812,Independent House,Tier_3,2,4,1,0,0,0,4,2,Yes,No,8048.34
5827,804,Independent House,Tier_1,6,4,3,1,0,0,3,1,Yes,No,8885.19
5828,503,Villa,Tier_3,3,3,0,0,0,1,0,1,No,No,4318.79
5829,486,Apartment,Tier_3,3,4,0,1,0,1,2,2,Yes,Yes,3344.2
5830,647,Villa,Tier_1,7,1,1,1,0,1,0,1,No,No,6539.26
5831,469,Independent House,Tier_2,2,1,1,1,0,1,0,1,Yes,Yes,3877.41
5832,421,Independent House,Tier_2,2,2,1,1,1,1,3,3,Yes,Yes,5538.54
5833,693,Apartment,Tier_3,6,5,1,0,0,1,4,3,No,Yes,6409.41
5834,572,Independent House,Tier_2,5,2,2,1,0,1,0,1,No,No,7857.38
5835,271,Independent House,Tier_1,5,5,1,1,1,1,2,1,Yes,Yes,3627.48
5836,578,Villa,Tier_3,4,2,0,1,0,1,1,3,No,No,5554.68
5837,791,Apartment,Tier_1,3,5,0,1,0,0,1,1,No,No,6426.74
5838,312,Villa,Tier_2,5,5,3,1,1,0,1,2,No,No,5976.35
5839,306,Villa,Tier_2,7,2,1,1,1,1,0,2,No,Yes,3463.27
5840,450,Villa,Tier_3,4,3,1,1,0,1,3,2,Yes,No,6358.25
5841,218,Independent House,Tier_2,6,1,1,0,1,0,0,3,Yes,Yes,1467.35
5842,896,Independent House,Tier_3,3,4,1,1,0,0,1,1,No,No,7733.49
5843,228,Apartment,Tier_3,6,1,1,0,0,1,1,1,No,No,3776.28
5844,194,Independent House,Tier_1,7,4,0,0,0,1,3,2,No,No,2501.79
5845,529,Apartment,Tier_2,4,5,2,0,0,1,0,1,Yes,No,6139.05
5846,142,Villa,Tier_2,5,6,3,0,0,0,0,2,Yes,No,3368.51
5847,183,Villa,Tier_3,4,2,1,1,0,1,0,2,Yes,No,3643.42
5848,747,Independent House,Tier_3,2,2,1,0,1,0,4,2,Yes,No,7532.0
5849,352,Independent House,Tier_3,6,4,1,1,1,0,2,1,Yes,Yes,4597.71
5850,85,Apartment,Tier_3,4,2,1,0,0,0,3,2,No,No,2678.75
5851,226,Independent House,Tier_1,6,2,2,0,0,1,3,3,No,Yes,3503.32
5852,263,Independent House,Tier_2,1,2,2,0,0,1,2,3,Yes,Yes,3302.49
5853,107,Independent House,Tier_1,1,1,0,1,0,1,0,3,Yes,Yes,1207.03
5854,629,Villa,Tier_2,4,2,3,1,0,1,3,2,Yes,No,8116.62
5855,198,Independent House,Tier_1,1,3,1,1,1,1,4,1,Yes,No,4344.32
5856,372,Independent House,Tier_3,4,4,1,0,1,0,0,1,No,No,4229.18
5857,450,Villa,Tier_1,6,1,0,0,0,0,1,2,Yes,Yes,2212.92
5858,323,Villa,Tier_1,7,1,3,0,0,1,3,2,Yes,Yes,5160.55
5859,659,Villa,Tier_3,7,5,3,0,0,1,4,2,Yes,No,8980.31
5860,805,Villa,Tier_3,4,5,0,1,0,0,4,1,No,Yes,5892.65
5861,297,Independent House,Tier_2,4,2,1,0,1,0,4,3,Yes,Yes,3594.45
5862,256,Independent House,Tier_2,1,1,2,0,0,0,1,3,No,No,4096.48
5863,378,Independent House,Tier_1,3,6,0,0,1,1,2,3,Yes,No,4509.01
5864,755,Apartment,Tier_1,4,1,1,1,0,0,1,2,Yes,No,7661.98
5865,137,Villa,Tier_1,4,2,1,1,1,1,4,1,No,Yes,3420.09
5866,348,Independent House,Tier_3,2,4,1,0,0,0,0,1,Yes,Yes,2301.73
5867,387,Independent House,Tier_2,2,1,0,1,1,0,4,3,Yes,Yes,4323.84
5868,649,Independent House,Tier_1,5,5,0,1,0,0,1,3,Yes,Yes,3405.57
5869,367,Villa,Tier_2,1,2,0,0,0,1,1,3,Yes,No,3971.82
5870,184,Villa,Tier_2,3,1,1,1,1,0,1,3,Yes,No,3474.0
5871,307,Villa,Tier_3,7,6,0,0,1,1,1,2,Yes,Yes,2446.37
5872,326,Independent House,Tier_3,4,6,1,1,0,0,4,2,No,No,5020.79
5873,779,Villa,Tier_1,7,5,2,1,0,1,1,1,No,No,8432.55
5874,573,Independent House,Tier_1,4,3,2,0,1,0,1,1,Yes,Yes,5694.39
5875,162,Apartment,Tier_1,1,1,2,0,0,1,4,1,No,Yes,2857.81
5876,265,Villa,Tier_1,5,6,3,1,1,0,3,1,No,Yes,4682.47
5877,331,Villa,Tier_1,5,2,3,0,0,1,4,3,No,Yes,5799.06
5878,434,Independent House,Tier_2,2,5,0,0,1,1,0,2,No,Yes,3991.57
5879,829,Villa,Tier_2,7,1,3,1,1,0,2,3,Yes,Yes,9022.24
5880,775,Villa,Tier_3,1,5,1,1,0,0,3,3,No,No,7535.87
5881,875,Independent House,Tier_3,5,2,3,0,1,1,0,1,Yes,No,9666.05
5882,289,Independent House,Tier_2,5,1,0,0,0,0,4,2,Yes,Yes,991.01
5883,895,Independent House,Tier_3,7,6,2,1,0,1,3,2,No,Yes,7788.88
5884,887,Apartment,Tier_3,3,2,1,1,0,0,0,2,No,Yes,6774.37
5885,688,Independent House,Tier_1,2,4,2,0,1,1,4,3,No,No,8783.13
5886,526,Villa,Tier_3,2,1,1,1,0,1,0,3,Yes,Yes,5125.8
5887,539,Apartment,Tier_3,2,1,0,1,1,0,1,1,Yes,No,4445.25
5888,551,Independent House,Tier_3,6,6,1,1,1,0,1,2,No,Yes,5316.77
5889,799,Apartment,Tier_2,5,5,3,1,1,1,2,3,No,Yes,9529.46
5890,449,Apartment,Tier_2,4,1,2,1,1,0,0,2,No,Yes,5246.3
5891,571,Villa,Tier_1,6,4,1,0,0,1,4,2,Yes,Yes,5088.69
5892,216,Apartment,Tier_3,5,5,3,0,1,1,0,2,No,No,5812.25
5893,446,Independent House,Tier_2,5,5,1,0,1,1,0,2,Yes,Yes,3835.6
5894,263,Apartment,Tier_1,7,3,3,1,1,0,1,3,Yes,No,5918.81
5895,667,Apartment,Tier_3,1,1,3,0,1,1,4,3,No,No,8696.8
5896,366,Villa,Tier_1,7,3,3,0,1,0,4,3,No,Yes,5118.24
5897,551,Villa,Tier_1,2,6,2,0,1,0,4,2,No,No,7141.82
5898,454,Independent House,Tier_3,2,4,2,1,1,0,0,2,Yes,Yes,4653.51
5899,733,Villa,Tier_2,7,1,2,0,0,0,2,3,Yes,Yes,7189.45
5900,828,Independent House,Tier_3,3,3,3,1,1,1,3,3,No,Yes,9500.59
5901,616,Independent House,Tier_3,2,3,2,1,1,0,3,1,No,Yes,6168.8
